domain,scenario,seed,round,condition,match
energy_market_v1,baseline_v1,1,1,random_valid,True
energy_market_v1,baseline_v1,1,2,random_valid,True
energy_market_v1,baseline_v1,1,3,random_valid,True
energy_market_v1,baseline_v1,1,4,random_valid,True
energy_market_v1,baseline_v1,1,5,random_valid,True
energy_market_v1,baseline_v1,1,6,random_valid,True
energy_market_v1,baseline_v1,1,1,top_score,True
energy_market_v1,baseline_v1,1,2,top_score,True
energy_market_v1,baseline_v1,1,3,top_score,True
energy_market_v1,baseline_v1,1,4,top_score,True
energy_market_v1,baseline_v1,1,5,top_score,True
energy_market_v1,baseline_v1,1,6,top_score,True
energy_market_v1,baseline_v1,2,1,random_valid,True
energy_market_v1,baseline_v1,2,2,random_valid,True
energy_market_v1,baseline_v1,2,3,random_valid,True
energy_market_v1,baseline_v1,2,4,random_valid,True
energy_market_v1,baseline_v1,2,5,random_valid,True
energy_market_v1,baseline_v1,2,6,random_valid,True
energy_market_v1,baseline_v1,2,1,top_score,True
energy_market_v1,baseline_v1,2,2,top_score,True
energy_market_v1,baseline_v1,2,3,top_score,True
energy_market_v1,baseline_v1,2,4,top_score,True
energy_market_v1,baseline_v1,2,5,top_score,True
energy_market_v1,baseline_v1,2,6,top_score,True
energy_market_v1,baseline_v1,3,1,random_valid,True
energy_market_v1,baseline_v1,3,2,random_valid,True
energy_market_v1,baseline_v1,3,3,random_valid,True
energy_market_v1,baseline_v1,3,4,random_valid,True
energy_market_v1,baseline_v1,3,5,random_valid,True
energy_market_v1,baseline_v1,3,6,random_valid,True
energy_market_v1,baseline_v1,3,1,top_score,True
energy_market_v1,baseline_v1,3,2,top_score,True
energy_market_v1,baseline_v1,3,3,top_score,True
energy_market_v1,baseline_v1,3,4,top_score,True
energy_market_v1,baseline_v1,3,5,top_score,True
energy_market_v1,baseline_v1,3,6,top_score,True
energy_market_v1,baseline_v1,4,1,random_valid,True
energy_market_v1,baseline_v1,4,2,random_valid,True
energy_market_v1,baseline_v1,4,3,random_valid,True
energy_market_v1,baseline_v1,4,4,random_valid,True
energy_market_v1,baseline_v1,4,5,random_valid,True
energy_market_v1,baseline_v1,4,6,random_valid,True
energy_market_v1,baseline_v1,4,1,top_score,True
energy_market_v1,baseline_v1,4,2,top_score,True
energy_market_v1,baseline_v1,4,3,top_score,True
energy_market_v1,baseline_v1,4,4,top_score,True
energy_market_v1,baseline_v1,4,5,top_score,True
energy_market_v1,baseline_v1,4,6,top_score,True
energy_market_v1,baseline_v1,5,1,random_valid,True
energy_market_v1,baseline_v1,5,2,random_valid,True
energy_market_v1,baseline_v1,5,3,random_valid,True
energy_market_v1,baseline_v1,5,4,random_valid,True
energy_market_v1,baseline_v1,5,5,random_valid,True
energy_market_v1,baseline_v1,5,6,random_valid,True
energy_market_v1,baseline_v1,5,1,top_score,True
energy_market_v1,baseline_v1,5,2,top_score,True
energy_market_v1,baseline_v1,5,3,top_score,True
energy_market_v1,baseline_v1,5,4,top_score,True
energy_market_v1,baseline_v1,5,5,top_score,True
energy_market_v1,baseline_v1,5,6,top_score,True
energy_market_v1,baseline_v1,6,1,random_valid,True
energy_market_v1,baseline_v1,6,2,random_valid,True
energy_market_v1,baseline_v1,6,3,random_valid,True
energy_market_v1,baseline_v1,6,4,random_valid,True
energy_market_v1,baseline_v1,6,5,random_valid,True
energy_market_v1,baseline_v1,6,6,random_valid,True
energy_market_v1,baseline_v1,6,1,top_score,True
energy_market_v1,baseline_v1,6,2,top_score,True
energy_market_v1,baseline_v1,6,3,top_score,True
energy_market_v1,baseline_v1,6,4,top_score,True
energy_market_v1,baseline_v1,6,5,top_score,True
energy_market_v1,baseline_v1,6,6,top_score,True
energy_market_v1,baseline_v1,7,1,random_valid,True
energy_market_v1,baseline_v1,7,2,random_valid,True
energy_market_v1,baseline_v1,7,3,random_valid,True
energy_market_v1,baseline_v1,7,4,random_valid,True
energy_market_v1,baseline_v1,7,5,random_valid,True
energy_market_v1,baseline_v1,7,6,random_valid,True
energy_market_v1,baseline_v1,7,1,top_score,True
energy_market_v1,baseline_v1,7,2,top_score,True
energy_market_v1,baseline_v1,7,3,top_score,True
energy_market_v1,baseline_v1,7,4,top_score,True
energy_market_v1,baseline_v1,7,5,top_score,True
energy_market_v1,baseline_v1,7,6,top_score,True
energy_market_v1,baseline_v1,8,1,random_valid,True
energy_market_v1,baseline_v1,8,2,random_valid,True
energy_market_v1,baseline_v1,8,3,random_valid,True
energy_market_v1,baseline_v1,8,4,random_valid,True
energy_market_v1,baseline_v1,8,5,random_valid,True
energy_market_v1,baseline_v1,8,6,random_valid,True
energy_market_v1,baseline_v1,8,1,top_score,True
energy_market_v1,baseline_v1,8,2,top_score,True
energy_market_v1,baseline_v1,8,3,top_score,True
energy_market_v1,baseline_v1,8,4,top_score,True
energy_market_v1,baseline_v1,8,5,top_score,True
energy_market_v1,baseline_v1,8,6,top_score,True
energy_market_v1,baseline_v1,9,1,random_valid,True
energy_market_v1,baseline_v1,9,2,random_valid,True
energy_market_v1,baseline_v1,9,3,random_valid,True
energy_market_v1,baseline_v1,9,4,random_valid,True
energy_market_v1,baseline_v1,9,5,random_valid,True
energy_market_v1,baseline_v1,9,6,random_valid,True
energy_market_v1,baseline_v1,9,1,top_score,True
energy_market_v1,baseline_v1,9,2,top_score,True
energy_market_v1,baseline_v1,9,3,top_score,True
energy_market_v1,baseline_v1,9,4,top_score,True
energy_market_v1,baseline_v1,9,5,top_score,True
energy_market_v1,baseline_v1,9,6,top_score,True
energy_market_v1,baseline_v1,10,1,random_valid,True
energy_market_v1,baseline_v1,10,2,random_valid,True
energy_market_v1,baseline_v1,10,3,random_valid,True
energy_market_v1,baseline_v1,10,4,random_valid,True
energy_market_v1,baseline_v1,10,5,random_valid,True
energy_market_v1,baseline_v1,10,6,random_valid,True
energy_market_v1,baseline_v1,10,1,top_score,True
energy_market_v1,baseline_v1,10,2,top_score,True
energy_market_v1,baseline_v1,10,3,top_score,True
energy_market_v1,baseline_v1,10,4,top_score,True
energy_market_v1,baseline_v1,10,5,top_score,True
energy_market_v1,baseline_v1,10,6,top_score,True
energy_market_v1,baseline_v1,11,1,random_valid,True
energy_market_v1,baseline_v1,11,2,random_valid,True
energy_market_v1,baseline_v1,11,3,random_valid,True
energy_market_v1,baseline_v1,11,4,random_valid,True
energy_market_v1,baseline_v1,11,5,random_valid,True
energy_market_v1,baseline_v1,11,6,random_valid,True
energy_market_v1,baseline_v1,11,1,top_score,True
energy_market_v1,baseline_v1,11,2,top_score,True
energy_market_v1,baseline_v1,11,3,top_score,True
energy_market_v1,baseline_v1,11,4,top_score,True
energy_market_v1,baseline_v1,11,5,top_score,True
energy_market_v1,baseline_v1,11,6,top_score,True
energy_market_v1,baseline_v1,12,1,random_valid,True
energy_market_v1,baseline_v1,12,2,random_valid,True
energy_market_v1,baseline_v1,12,3,random_valid,True
energy_market_v1,baseline_v1,12,4,random_valid,True
energy_market_v1,baseline_v1,12,5,random_valid,True
energy_market_v1,baseline_v1,12,6,random_valid,True
energy_market_v1,baseline_v1,12,1,top_score,True
energy_market_v1,baseline_v1,12,2,top_score,True
energy_market_v1,baseline_v1,12,3,top_score,True
energy_market_v1,baseline_v1,12,4,top_score,True
energy_market_v1,baseline_v1,12,5,top_score,True
energy_market_v1,baseline_v1,12,6,top_score,True
energy_market_v1,baseline_v1,13,1,random_valid,True
energy_market_v1,baseline_v1,13,2,random_valid,True
energy_market_v1,baseline_v1,13,3,random_valid,True
energy_market_v1,baseline_v1,13,4,random_valid,True
energy_market_v1,baseline_v1,13,5,random_valid,True
energy_market_v1,baseline_v1,13,6,random_valid,True
energy_market_v1,baseline_v1,13,1,top_score,True
energy_market_v1,baseline_v1,13,2,top_score,True
energy_market_v1,baseline_v1,13,3,top_score,True
energy_market_v1,baseline_v1,13,4,top_score,True
energy_market_v1,baseline_v1,13,5,top_score,True
energy_market_v1,baseline_v1,13,6,top_score,True
energy_market_v1,baseline_v1,14,1,random_valid,True
energy_market_v1,baseline_v1,14,2,random_valid,True
energy_market_v1,baseline_v1,14,3,random_valid,True
energy_market_v1,baseline_v1,14,4,random_valid,True
energy_market_v1,baseline_v1,14,5,random_valid,True
energy_market_v1,baseline_v1,14,6,random_valid,True
energy_market_v1,baseline_v1,14,1,top_score,True
energy_market_v1,baseline_v1,14,2,top_score,True
energy_market_v1,baseline_v1,14,3,top_score,True
energy_market_v1,baseline_v1,14,4,top_score,True
energy_market_v1,baseline_v1,14,5,top_score,True
energy_market_v1,baseline_v1,14,6,top_score,True
energy_market_v1,baseline_v1,15,1,random_valid,True
energy_market_v1,baseline_v1,15,2,random_valid,True
energy_market_v1,baseline_v1,15,3,random_valid,True
energy_market_v1,baseline_v1,15,4,random_valid,True
energy_market_v1,baseline_v1,15,5,random_valid,True
energy_market_v1,baseline_v1,15,6,random_valid,True
energy_market_v1,baseline_v1,15,1,top_score,True
energy_market_v1,baseline_v1,15,2,top_score,True
energy_market_v1,baseline_v1,15,3,top_score,True
energy_market_v1,baseline_v1,15,4,top_score,True
energy_market_v1,baseline_v1,15,5,top_score,True
energy_market_v1,baseline_v1,15,6,top_score,True
energy_market_v1,baseline_v1,16,1,random_valid,True
energy_market_v1,baseline_v1,16,2,random_valid,True
energy_market_v1,baseline_v1,16,3,random_valid,True
energy_market_v1,baseline_v1,16,4,random_valid,True
energy_market_v1,baseline_v1,16,5,random_valid,True
energy_market_v1,baseline_v1,16,6,random_valid,True
energy_market_v1,baseline_v1,16,1,top_score,True
energy_market_v1,baseline_v1,16,2,top_score,True
energy_market_v1,baseline_v1,16,3,top_score,True
energy_market_v1,baseline_v1,16,4,top_score,True
energy_market_v1,baseline_v1,16,5,top_score,True
energy_market_v1,baseline_v1,16,6,top_score,True
energy_market_v1,baseline_v1,17,1,random_valid,True
energy_market_v1,baseline_v1,17,2,random_valid,True
energy_market_v1,baseline_v1,17,3,random_valid,True
energy_market_v1,baseline_v1,17,4,random_valid,True
energy_market_v1,baseline_v1,17,5,random_valid,True
energy_market_v1,baseline_v1,17,6,random_valid,True
energy_market_v1,baseline_v1,17,1,top_score,True
energy_market_v1,baseline_v1,17,2,top_score,True
energy_market_v1,baseline_v1,17,3,top_score,True
energy_market_v1,baseline_v1,17,4,top_score,True
energy_market_v1,baseline_v1,17,5,top_score,True
energy_market_v1,baseline_v1,17,6,top_score,True
energy_market_v1,baseline_v1,18,1,random_valid,True
energy_market_v1,baseline_v1,18,2,random_valid,True
energy_market_v1,baseline_v1,18,3,random_valid,True
energy_market_v1,baseline_v1,18,4,random_valid,True
energy_market_v1,baseline_v1,18,5,random_valid,True
energy_market_v1,baseline_v1,18,6,random_valid,True
energy_market_v1,baseline_v1,18,1,top_score,True
energy_market_v1,baseline_v1,18,2,top_score,True
energy_market_v1,baseline_v1,18,3,top_score,True
energy_market_v1,baseline_v1,18,4,top_score,True
energy_market_v1,baseline_v1,18,5,top_score,True
energy_market_v1,baseline_v1,18,6,top_score,True
energy_market_v1,baseline_v1,19,1,random_valid,True
energy_market_v1,baseline_v1,19,2,random_valid,True
energy_market_v1,baseline_v1,19,3,random_valid,True
energy_market_v1,baseline_v1,19,4,random_valid,True
energy_market_v1,baseline_v1,19,5,random_valid,True
energy_market_v1,baseline_v1,19,6,random_valid,True
energy_market_v1,baseline_v1,19,1,top_score,True
energy_market_v1,baseline_v1,19,2,top_score,True
energy_market_v1,baseline_v1,19,3,top_score,True
energy_market_v1,baseline_v1,19,4,top_score,True
energy_market_v1,baseline_v1,19,5,top_score,True
energy_market_v1,baseline_v1,19,6,top_score,True
energy_market_v1,baseline_v1,20,1,random_valid,True
energy_market_v1,baseline_v1,20,2,random_valid,True
energy_market_v1,baseline_v1,20,3,random_valid,True
energy_market_v1,baseline_v1,20,4,random_valid,True
energy_market_v1,baseline_v1,20,5,random_valid,True
energy_market_v1,baseline_v1,20,6,random_valid,True
energy_market_v1,baseline_v1,20,1,top_score,True
energy_market_v1,baseline_v1,20,2,top_score,True
energy_market_v1,baseline_v1,20,3,top_score,True
energy_market_v1,baseline_v1,20,4,top_score,True
energy_market_v1,baseline_v1,20,5,top_score,True
energy_market_v1,baseline_v1,20,6,top_score,True
energy_market_v1,baseline_v1,21,1,random_valid,True
energy_market_v1,baseline_v1,21,2,random_valid,True
energy_market_v1,baseline_v1,21,3,random_valid,True
energy_market_v1,baseline_v1,21,4,random_valid,True
energy_market_v1,baseline_v1,21,5,random_valid,True
energy_market_v1,baseline_v1,21,6,random_valid,True
energy_market_v1,baseline_v1,21,1,top_score,True
energy_market_v1,baseline_v1,21,2,top_score,True
energy_market_v1,baseline_v1,21,3,top_score,True
energy_market_v1,baseline_v1,21,4,top_score,True
energy_market_v1,baseline_v1,21,5,top_score,True
energy_market_v1,baseline_v1,21,6,top_score,True
energy_market_v1,baseline_v1,22,1,random_valid,True
energy_market_v1,baseline_v1,22,2,random_valid,True
energy_market_v1,baseline_v1,22,3,random_valid,True
energy_market_v1,baseline_v1,22,4,random_valid,True
energy_market_v1,baseline_v1,22,5,random_valid,True
energy_market_v1,baseline_v1,22,6,random_valid,True
energy_market_v1,baseline_v1,22,1,top_score,True
energy_market_v1,baseline_v1,22,2,top_score,True
energy_market_v1,baseline_v1,22,3,top_score,True
energy_market_v1,baseline_v1,22,4,top_score,True
energy_market_v1,baseline_v1,22,5,top_score,True
energy_market_v1,baseline_v1,22,6,top_score,True
energy_market_v1,baseline_v1,23,1,random_valid,True
energy_market_v1,baseline_v1,23,2,random_valid,True
energy_market_v1,baseline_v1,23,3,random_valid,True
energy_market_v1,baseline_v1,23,4,random_valid,True
energy_market_v1,baseline_v1,23,5,random_valid,True
energy_market_v1,baseline_v1,23,6,random_valid,True
energy_market_v1,baseline_v1,23,1,top_score,True
energy_market_v1,baseline_v1,23,2,top_score,True
energy_market_v1,baseline_v1,23,3,top_score,True
energy_market_v1,baseline_v1,23,4,top_score,True
energy_market_v1,baseline_v1,23,5,top_score,True
energy_market_v1,baseline_v1,23,6,top_score,True
energy_market_v1,baseline_v1,24,1,random_valid,True
energy_market_v1,baseline_v1,24,2,random_valid,True
energy_market_v1,baseline_v1,24,3,random_valid,True
energy_market_v1,baseline_v1,24,4,random_valid,True
energy_market_v1,baseline_v1,24,5,random_valid,True
energy_market_v1,baseline_v1,24,6,random_valid,True
energy_market_v1,baseline_v1,24,1,top_score,True
energy_market_v1,baseline_v1,24,2,top_score,True
energy_market_v1,baseline_v1,24,3,top_score,True
energy_market_v1,baseline_v1,24,4,top_score,True
energy_market_v1,baseline_v1,24,5,top_score,True
energy_market_v1,baseline_v1,24,6,top_score,True
energy_market_v1,baseline_v1,25,1,random_valid,True
energy_market_v1,baseline_v1,25,2,random_valid,True
energy_market_v1,baseline_v1,25,3,random_valid,True
energy_market_v1,baseline_v1,25,4,random_valid,True
energy_market_v1,baseline_v1,25,5,random_valid,True
energy_market_v1,baseline_v1,25,6,random_valid,True
energy_market_v1,baseline_v1,25,1,top_score,True
energy_market_v1,baseline_v1,25,2,top_score,True
energy_market_v1,baseline_v1,25,3,top_score,True
energy_market_v1,baseline_v1,25,4,top_score,True
energy_market_v1,baseline_v1,25,5,top_score,True
energy_market_v1,baseline_v1,25,6,top_score,True
energy_market_v1,baseline_v1,26,1,random_valid,True
energy_market_v1,baseline_v1,26,2,random_valid,True
energy_market_v1,baseline_v1,26,3,random_valid,True
energy_market_v1,baseline_v1,26,4,random_valid,True
energy_market_v1,baseline_v1,26,5,random_valid,True
energy_market_v1,baseline_v1,26,6,random_valid,True
energy_market_v1,baseline_v1,26,1,top_score,True
energy_market_v1,baseline_v1,26,2,top_score,True
energy_market_v1,baseline_v1,26,3,top_score,True
energy_market_v1,baseline_v1,26,4,top_score,True
energy_market_v1,baseline_v1,26,5,top_score,True
energy_market_v1,baseline_v1,26,6,top_score,True
energy_market_v1,baseline_v1,27,1,random_valid,True
energy_market_v1,baseline_v1,27,2,random_valid,True
energy_market_v1,baseline_v1,27,3,random_valid,True
energy_market_v1,baseline_v1,27,4,random_valid,True
energy_market_v1,baseline_v1,27,5,random_valid,True
energy_market_v1,baseline_v1,27,6,random_valid,True
energy_market_v1,baseline_v1,27,1,top_score,True
energy_market_v1,baseline_v1,27,2,top_score,True
energy_market_v1,baseline_v1,27,3,top_score,True
energy_market_v1,baseline_v1,27,4,top_score,True
energy_market_v1,baseline_v1,27,5,top_score,True
energy_market_v1,baseline_v1,27,6,top_score,True
energy_market_v1,baseline_v1,28,1,random_valid,True
energy_market_v1,baseline_v1,28,2,random_valid,True
energy_market_v1,baseline_v1,28,3,random_valid,True
energy_market_v1,baseline_v1,28,4,random_valid,True
energy_market_v1,baseline_v1,28,5,random_valid,True
energy_market_v1,baseline_v1,28,6,random_valid,True
energy_market_v1,baseline_v1,28,1,top_score,True
energy_market_v1,baseline_v1,28,2,top_score,True
energy_market_v1,baseline_v1,28,3,top_score,True
energy_market_v1,baseline_v1,28,4,top_score,True
energy_market_v1,baseline_v1,28,5,top_score,True
energy_market_v1,baseline_v1,28,6,top_score,True
energy_market_v1,baseline_v1,29,1,random_valid,True
energy_market_v1,baseline_v1,29,2,random_valid,True
energy_market_v1,baseline_v1,29,3,random_valid,True
energy_market_v1,baseline_v1,29,4,random_valid,True
energy_market_v1,baseline_v1,29,5,random_valid,True
energy_market_v1,baseline_v1,29,6,random_valid,True
energy_market_v1,baseline_v1,29,1,top_score,True
energy_market_v1,baseline_v1,29,2,top_score,True
energy_market_v1,baseline_v1,29,3,top_score,True
energy_market_v1,baseline_v1,29,4,top_score,True
energy_market_v1,baseline_v1,29,5,top_score,True
energy_market_v1,baseline_v1,29,6,top_score,True
energy_market_v1,baseline_v1,30,1,random_valid,True
energy_market_v1,baseline_v1,30,2,random_valid,True
energy_market_v1,baseline_v1,30,3,random_valid,True
energy_market_v1,baseline_v1,30,4,random_valid,True
energy_market_v1,baseline_v1,30,5,random_valid,True
energy_market_v1,baseline_v1,30,6,random_valid,True
energy_market_v1,baseline_v1,30,1,top_score,True
energy_market_v1,baseline_v1,30,2,top_score,True
energy_market_v1,baseline_v1,30,3,top_score,True
energy_market_v1,baseline_v1,30,4,top_score,True
energy_market_v1,baseline_v1,30,5,top_score,True
energy_market_v1,baseline_v1,30,6,top_score,True
energy_market_v1,tight_supply_v1,1,1,random_valid,True
energy_market_v1,tight_supply_v1,1,2,random_valid,True
energy_market_v1,tight_supply_v1,1,3,random_valid,True
energy_market_v1,tight_supply_v1,1,4,random_valid,True
energy_market_v1,tight_supply_v1,1,5,random_valid,True
energy_market_v1,tight_supply_v1,1,6,random_valid,True
energy_market_v1,tight_supply_v1,1,1,top_score,True
energy_market_v1,tight_supply_v1,1,2,top_score,True
energy_market_v1,tight_supply_v1,1,3,top_score,True
energy_market_v1,tight_supply_v1,1,4,top_score,True
energy_market_v1,tight_supply_v1,1,5,top_score,True
energy_market_v1,tight_supply_v1,1,6,top_score,True
energy_market_v1,tight_supply_v1,2,1,random_valid,True
energy_market_v1,tight_supply_v1,2,2,random_valid,True
energy_market_v1,tight_supply_v1,2,3,random_valid,True
energy_market_v1,tight_supply_v1,2,4,random_valid,True
energy_market_v1,tight_supply_v1,2,5,random_valid,True
energy_market_v1,tight_supply_v1,2,6,random_valid,True
energy_market_v1,tight_supply_v1,2,1,top_score,True
energy_market_v1,tight_supply_v1,2,2,top_score,True
energy_market_v1,tight_supply_v1,2,3,top_score,True
energy_market_v1,tight_supply_v1,2,4,top_score,True
energy_market_v1,tight_supply_v1,2,5,top_score,True
energy_market_v1,tight_supply_v1,2,6,top_score,True
energy_market_v1,tight_supply_v1,3,1,random_valid,True
